gid,fna,lat,long
4961,Cementerio de 25 de Mayo,-27.37246344999994,-54.76226389999994
4962,Cementerio de Enrique Urien,-27.55155799399995,-60.530836729999976
4963,Cementerio de Capiovinciño,-26.89195664999994,-55.05923489999998
4964,Cementerio de El Alcázar,-26.728411550999965,-54.80480047899994
4965,Cementerio de Guernica,-34.94732848899997,-58.38340295099994
4966,Cementerio de Animales Paraíso Natural,-34.90281044999995,-58.17101685099993
4967,Cementerio de Cerro Azul,-27.62513787399996,-55.50841779999996
4968,Cementerio de Nueva Pompeya,-24.92929085299994,-61.47798077199997
4969,Cementerio de Garruchos,-28.16864110599994,-55.65766052699996
4970,Cementerio de Colonia Polana,-26.99013174399994,-55.317556940999964
4971,Cementerio de Comalto,-41.03920679999993,-70.26473434899998
4972,Cementerio de Clemente Onelli,-41.25968564999994,-70.03103389999995
4973,Cementerio de Campo Viera,-27.337950323999962,-55.07543991899996
4974,Cementerio Comunal de Jaramillo,-47.18426504099995,-67.12772255699997
4975,Cementerio de Hipólito Yrigoyen,-27.089068770999972,-55.268527123999945
4976,Cementerio de Caá Yarí,-27.47972677799993,-55.29860579499996
4977,Cementerio de Moriah,-43.27531516299996,-65.28215125199995
4978,Cementerio de Maciel,-32.46033323299997,-60.91299935099994
4979,Cementerio de Leandro N. Alem,-27.63214242999993,-55.333002857999986
4980,Cementerio de Cerro Corá,-27.50162381399997,-55.61493721299996
4981,Cementerio de Las Junturas,-31.825978187999965,-63.45802119199993
4982,Cementerio de Los Charrúas,-31.177167776999966,-58.193687344999944
4983,Cementerio de Colonia Avigdor,-31.187676047999958,-59.397585266999954
4984,Cementerio de Fortín Cabo Primero Lugones,-24.287652804999937,-59.82458395899994
4985,Cementerio de Dragones,-23.249908881999943,-63.348183150999944
4986,Cementerio de Mojón Grande,-27.702298274999976,-55.169925071999955
4987,Cementerio Capilla del Carmen,-31.507130161999953,-63.335016577999966
4988,Cementerio de Bajo Grande,-31.622933715999977,-64.20658929399997
4989,Cementerio de Agua de Oro,-31.063799019999976,-64.30732101199993
4990,Cementerio de Las Tapias,-31.96127361999993,-65.10088001399998
4991,Cementerio de Aguaray,-22.232722586999955,-63.73826249399997
4992,Cementerio de Embarcación,-23.201118604999976,-64.10050369799995
4993,Cementerio de Mercedes,-29.15550845299998,-58.08279652799996
4994,Cementerio de Atoj Pozo,-28.29649858299996,-63.86127538399995
4995,Cementerio de Los Cardos,-32.32691044199993,-61.64827314499996
4996,Cementerio de Azara,-28.052545152999983,-55.68834478699995
4997,Cementerio de 9 de Julio,-28.83406135699994,-58.84756587199996
4998,Cementerio de La Nena,-28.45320419999996,-61.833885399999986
4999,Cementerio de Las Plumas,-43.717489833999934,-67.28419813299996
5000,Cementerio de Los Cerrillos,-31.975588899999934,-65.44950004999998
5001,Cementerio de Hughes,-33.792868505999934,-61.346874792999984
5002,Cementerio de Gato Colorado,-28.02189968999994,-61.20255243199995
5003,Cementerio de Lanteri,-28.842811279999978,-59.62949543099995
5004,Cementerio de Bernardo Larroude,-35.02337177299995,-63.565733413999965
5005,Cementerio de Gobernador López,-27.67039369699995,-55.22847305399995
5006,Cementerio de Los Conquistadores,-30.60078552699997,-58.473430253999936
5007,Cementerio de El Trapiche,-33.12043964999998,-66.06631769999996
5008,Cementerio de La Majada,-29.033299899999975,-65.54339024999996
5009,Cementerio de Macachín,-37.15900823299995,-63.65742757099997
5010,Cementerio de Miguel Riglos,-36.86373277499996,-63.72072461099998
5011,Cementerio de Estanislao del Campo,-25.071532339999976,-60.09083656699994
5012,Cementerio de Fuerte Quemado,-26.62920534699998,-66.05606702599994
5013,Cementerio de Anchorena,-35.674824935999936,-65.39863132699998
5014,Cementerio de Buena Esperanza,-34.77552186799994,-65.25026769599998
5015,Cementerio de Colonia Seré,-35.440505549999955,-62.73724899999996
5016,Cementerio de Los Hoyos,-29.795874499999968,-63.61547669999999
5017,Cementerio de Fracrán,-26.73625979899998,-54.274149284999964
5018,Cementerio de Chañamuryo,-28.601278304999937,-67.57398223899997
5019,Cementerio de Nacaté,-30.857071448999932,-66.42306412499994
5020,Cementerio de Calchaquí,-29.883185734999984,-60.27179684399994
5021,Cementerio de El Sauzal,-27.49364312399996,-64.57497330399997
5022,Cementerio de Los Núñez,-27.541248587999974,-64.52442478099994
5023,Cementerio de El Chañar,-26.757241247999957,-65.09341496599995
5024,Cementerio de Chomorro,-26.440804209999953,-65.30776648499995
5025,Cementerio de Burruyacú,-26.505106111999964,-64.74714757299995
5026,Cementerio de El Arenal,-26.79119459499998,-64.56885513399993
5027,Cementerio de Isca Yacu,-27.03051401999994,-64.60706134499998
5028,Cementerio de El Charco,-27.230160833999946,-64.71458268799995
5029,Cementerio de Nueva Trinidad,-27.485062039999946,-65.49602610699998
5030,Cementerio de Los Gramajo,-27.407394817999943,-65.08475388799997
5031,Cementerio de Huasa Pampa Sur,-27.885863950999976,-65.57523424699997
5032,Cementerio de El Cajón,-26.408406268999954,-66.25272409999997
5033,Cementerio de Los Zelayas,-27.23898059199996,-65.16088066399993
5034,Cementerio de Maquito,-27.90214518399995,-64.17704931799994
5035,Cementerio de Ingeniero Ezcurra,-27.97818977299994,-64.22037490599996
5036,Cementerio de Los Romanos,-27.81080674499998,-64.17946543599999
5037,Cementerio Beltrán,-27.81725710099994,-64.06952847499997
5038,Cementerio de Cañada Escobar,-27.704848595999977,-64.00362123599996
5039,Cementerio de Martínez del Tineo,-23.91055728799995,-64.05942513899998
5040,Cementerio de La Estrella,-23.824105440999972,-64.07345312699994
5041,Cementerio de El Algarrobal,-24.64307288499998,-64.90645740099995
5042,Cementerio de El Bordo,-24.654970869999943,-65.10039261299994
5043,Cementerio de Lizoite,-22.26341564699993,-65.15792206099997
5044,Cementerio de El Angosto de Paraní,-23.25125738099996,-64.72406322099994
5045,Cementerio de Chorrillos,-24.244037790999982,-66.40667906299996
5046,Cementerio de Mina Concordia,-24.203779727999972,-66.40295928299997
5047,Cementerio de Calvario,-24.078253407999966,-66.26321325499998
5048,Cementerio de Corral Negro,-24.30917399899994,-66.21690858099998
5049,Cementerio de Alto Verde,-27.371986195999966,-65.62235479599997
5050,Cementerio de Matancillas,-23.912364928999978,-66.29778572299995
5051,Cementerio de Hurcuro,-23.99440399899993,-66.29548418299999
5052,Cementerio de Esquina Guardia,-23.81834222899994,-66.23487751099998
5053,Cementerio de El Alfarcito,-22.75512405099994,-65.07167576299997
5054,Cementerio de la Chacarita,-34.59128690699998,-58.45955683799997
5055,Cementerio Británico,-34.59111949199996,-58.46473034999997
5056,Cementerio Alemán,-34.589726731999974,-58.46404493899996
5149,Cementerio del Ramblón,-33.090897464999955,-68.36475788499996
5474,,-34.35486542799998,-58.79767203199998
5551,,-37.31108918199993,-59.15774912999996
5602,Monumento a Catriel,-36.769416381999974,-59.87009304199995
5700,Cementerio de Darwin,-51.796689999999955,-58.94035699999995
5701,,-51.57356549999997,-59.03676249999995
5702,,-51.801909999999964,-58.973187999999936
5703,,-51.693532999999945,-57.847977999999955
5741,Cementerio de Los Palacios,-29.380375692999962,-68.22068981799998
5742,Cementerio de San Juan,-31.527062360999935,-68.54110696599997
5743,Cementerio Parque El Mirador,-31.538001933999965,-68.66467675999996
5744,Cementerio de Albardón,-31.434615488999953,-68.53121167699999
5745,Cementerio de 9 de Julio,-31.57180022199998,-68.44103389599996
5746,Cementerio Municipal de Pocitos,-31.727126099999964,-68.57937388499994
5747,Cementerio Municipal de Angaco,-31.393045702999984,-68.37058961299994
5748,Cementerio Parque Alborada,-31.48894416099995,-68.51708436999996
5749,Cementerio de Pedernal,-31.99079763499998,-68.75797538599994
5750,Cementerio de Zonda,-31.573969687999977,-68.75427296699996
5751,Cementerio Municipal de San Martín,-31.51188520599993,-68.35224280399996
5752,Cementerio de Maipirinqui,-30.401094098999977,-69.23366715899994
5753,Cementerio de Tamberías,-30.156312639999953,-68.71657143599998
5754,Cementerio de 25 de Mayo,-31.76528247699997,-68.22004694299994
5755,Cementerio Municipal de Jáchal,-30.232896792999952,-68.75875934099997
5756,Cementerio Parque San José,-31.60796458599998,-68.55860922999995
5757,Cementerio de Los Berros,-31.946013913999934,-68.65136866899996
5758,Cementerio de Calingasta,-31.33785808799996,-69.43101442799997
5759,Cementerio Municipal de Caucete,-31.59287692099997,-68.27402652599994
5760,Cementerio de Astica,-30.95703719499994,-67.30698300399996
5761,Cementerio de Guandacol,-29.528416565999976,-68.57115527599996
5762,Cementerio de Chucuma,-31.065652459999967,-67.27971559199995
5763,Cementerio de Balde de Leyes,-31.58611566899998,-67.17457673299998
5764,Cementerio de Marayes,-31.446344112999952,-67.36759141599998
5765,Cementerio de Achango,-30.285624016999975,-69.19593206199994
5766,Cementerio de Tudcum,-30.191855731999965,-69.26364090999994
5767,Cementerio de Niquivil,-30.408322347999956,-68.68118897999994
5768,Cementerio de Usno,-30.563367212999935,-67.53917110699996
5769,Cementerio de Mogna,-30.69186794799998,-68.37669145799998
5770,Cementerio de Villa Nueva,-31.032969100999935,-69.50957960799997
5771,Cementerio de Puchuzún,-31.164427040999954,-69.45718539499995
5772,Cementerio de Villa Corral,-31.21793053999994,-69.46032660099996
5773,Cementerio de Cienaguita,-32.06057747999995,-68.70185559899994
5774,Cementerio de Punta del Agua,-32.062533273999975,-68.15487418299995
5775,Cementerio de Las Chacras,-31.282797398999946,-67.52759981699995
5776,Cementerio de Barreal,-31.657788008999944,-69.45945461999997
5777,Cementerio de Encón,-32.231629648999956,-67.69517223099996
5778,Cementerio de Santa Lucía,-31.545227823999937,-68.47040328599996
5779,Cementerio Parque Colinas del Este,-31.601762338999947,-68.27582740799994
5780,Cementerio de Bermejo,-31.585016807999978,-67.66866098699995
5781,Cementerio de Villa Media Agua,-31.975891601999933,-68.45234802099998
5782,Cementerio de Cochagual,-31.898807080999973,-68.36250738799998
5783,Cementerio de Vallecito,-31.735339628999952,-67.98732958799997
5784,Cementerio de Guanacache,-32.14496135199994,-68.19611380199996
5785,Cementerio Parque Cerro del Oeste SRL,-31.56200398599998,-68.61199225099995
5786,Cementerio La Paz del Sur,-31.599027470999943,-68.56835094299998
5787,Cementerio Israelita,-31.526536526999962,-68.54186261399997
5788,Cementerio de Tamberias,-31.447823985999946,-69.44380023099995
5789,Cementerio de El Retamo,-32.466284246999976,-67.38653746299997
5790,Cementerio Local Pagancillo,-29.548737441999947,-68.11602623499994
5813,Cementerio San Miguel,-31.56399969199998,-68.58704666499995
5814,Cementerio Municipal de Valle Fértil,-30.639367512999968,-67.46148774299996
5815,Cementerio de Los Baldecitos,-30.220883982999965,-67.70747393999994
5816,Cementerio Municipal de Ullum,-31.43614021999997,-68.71531437999994
5817,Cementerio de Huaco,-30.164380927999957,-68.47308291799999
5818,Cementerio de Rodeo,-30.21856675999993,-69.15374610399994
5819,Cementerio de Chepes,-31.340953112999955,-66.60386290999998
5820,Cementerio de Angualasto,-30.06539188199997,-69.18086768299997
5821,Cementerio de Amaná,-30.05726429499998,-67.50528662599999
5822,Cementerio de Colangüil,-30.034063274999937,-69.29845888799997
5823,Cementerio de Cerro Colorado,-31.617134780999947,-69.45488699999999
5824,Cementerio del Andinista,-32.82595847099998,-69.89555385599994
5849,Cementerio de Los Miches,-37.20732710499993,-70.81327790399996
5850,Cementerio de El Cholar,-37.439254732999984,-70.65520387599997
5851,Cementerio de Taquimilán,-37.59094736399993,-70.30447976099998
5852,Cementerio de Bajada de los Molles,-39.19534612399997,-70.25284460599994
5853,Cementerio de Huncal,-37.95583809499993,-70.37870159199997
5854,Cementerio de Chorriaca,-37.93172858799994,-70.11380734199997
5855,Cementerio de Colipilli,-37.76336561099998,-70.38650225199996
5856,Cementerio de Loncopué,-38.07493322499994,-70.61097792399994
5859,Cementerio de Las Lajitas,-38.65088984499994,-70.39298371399997
5860,Cementerio de Rucachoroi,-39.20316543399997,-71.10596602199996
5861,Cementerio Plaza Huincul,-38.93372956699994,-69.17978489999996
5862,Cementerio Cutral Có,-38.94878679599998,-69.22705051299994
5865,Cementerio Municipal de Cipolletti,-38.92752502099995,-67.98039728099997
5866,Cementerio Parque Las Fuentes,-39.01371425399998,-67.61197342499997
5867,Cementerio Municipal de Allen,-38.96941176599995,-67.83879169899996
5868,Cementerio de Pilcaniyeu,-41.12449756299998,-70.73293820199996
5869,Cementerio de Cinco Saltos,-38.81665279099997,-68.05771082499996
5870,Cementerio Municipal de General Fernández Oro,-38.94285730399997,-67.90733719199994
5871,Cementerio de Sargento Vidal,-38.69769332499993,-68.14452676199994
5872,Cementerio de Pilquiniyeu del Limay,-40.51578990799993,-70.02939497399996
5873,,-39.64287080199995,-71.18379013099997
5874,,-36.79770795099995,-69.96868142599993
5876,Cementerio Municipal de San Carlos de Bariloche,-41.15797230499993,-71.30433359199998
5877,Cementerio Valle del Descanso,-41.172946974999945,-71.37686106999996
5878,,-39.74444744999994,-71.52870039199996
5879,,-39.73186486099996,-71.51989614799999
5881,,-39.97897588899997,-71.08411254599997
5884,Cementerio de Barrancas,-36.820093379999946,-69.92166821299998
5885,Cementerio de El Huecú,-37.650099515999955,-70.57841669499999
5886,Cementerio de Chos Malal,-37.38479554199995,-70.26327063299993
5887,Cementerio de El Chocón,-39.25802626299998,-68.83658256799998
5888,Cementerio de Picún Leufú,-39.53117250199995,-69.26898169199995
5889,Cementerio de Villa del Puente Picún Leufú,-39.20231193799998,-70.10173813799997
5890,Cementerio de Chacaico,-39.302446257999975,-70.31887140099997
5892,Cementerio de Huarenchenque,-38.30585703899993,-70.58402886199997
5893,Cementerio de Bajada del Agrio,-38.36083220299997,-70.02341931299998
5894,Cementerio de Las Lajas,-38.52914027299994,-70.35483423199997
5895,Cementerio de Quillén,-39.36178274399998,-71.04207398799997
5898,Cementerio de Junín de los Andes,-39.94437490299998,-71.07013493799997
5899,Cementerio de San Martín de los Andes,-40.151944845999935,-71.34170085599999
5900,Cementerio de Cochico,-36.47432372499998,-70.21362733099994
5901,Cementerio de Villa La Angostura,-40.762438834999955,-71.65661988199997
5903,Cementerio El Sauce,-39.46316065199994,-69.54836972999993
5904,Cementerio de Añelo,-38.350962951999975,-68.78780900899994
5905,,-37.52226511999993,-70.22938668699999
5906,Cementerio de Villa Traful,-40.658182317999945,-71.38907622099998
5907,Cementerio Santo Tomás de Aquino,-39.82345043599997,-70.10245731899994
5908,Cementerio de Las Cortaderas,-39.39428790899996,-70.19294168799996
5909,Cementerio de Ojos de Agua,-39.62391223599997,-70.00121578799997
5910,Cementerio de Tricao Malal,-37.037692866999976,-70.34057556199997
5911,Cementerio de Andacollo,-37.17712679599998,-70.67274940699997
5912,Cementerio de Paso Aguerre,-39.33707337599998,-69.80253573099998
5913,Cementerio de Los Guañacos,-37.274144399999955,-70.74199537499999
5914,Cementerio Quili Malal,-38.32820499099995,-69.81989824799996
5915,Cementerio de Piedra del Águila,-40.045413716999974,-70.08528322899997
5917,,-40.21799066699998,-70.25154772199994
5918,Cementerio de Carrán Curá,-40.01850080299994,-70.33496226999995
5919,Cementerio de Los Menucos (Villa del Curi Leuvú),-37.133624312999984,-70.40169833599998
5920,Cementerio de Huinganco,-37.16354682299993,-70.62870558899994
5921,Cementerio de Cayanta,-37.15510357299996,-70.75749986199997
5923,,-36.764478064999935,-70.70200383699995
5924,Cementerio Las Ovejas,-36.97620007199998,-70.77375995999995
5925,Cementerio Manzano Amargo,-36.75945142299997,-70.76505327399997
5926,Cementerio Varvarco,-36.854596511999944,-70.67965171399999
5927,Cementerio de Senillosa,-39.016972099999975,-68.42885590599997
5928,Cementerio Covunco Abajo,-38.62017974299994,-69.79144218299996
5929,Cementerio El Mangrullo,-38.47942484899994,-69.56133125399998
5931,Cementerio de Auca Mahuida,-37.88606848499995,-68.53147221299997
5932,Cementerio de Pilo Lil,-39.60518736599994,-70.93613967299996
5933,Cementerio de Las Coloradas,-39.55222838399993,-70.60325694599999
5934,Cementerio de Rincón de los Sauces,-37.395410132999984,-68.92370482499996
5935,Cementerio de Octavio Pico,-37.59485249199997,-68.25629113399998
5936,Cementerio de Rincón Colorado,-37.563920775999975,-68.37613600899994
5937,Cementerio del Montañés,-41.085424469999964,-71.55166356999996
5944,Cementerio de San Patricio del Chañar,-38.60289636199997,-68.30338111299994
5945,Cementerio Municipal de Aluminé,-39.237878516999956,-70.92803477199993
5946,Cementerio de Mallín de los Caballos,-38.70065957799994,-70.23722457799994
5947,Cementerio de Mariano Moreno,-38.77006614199996,-70.04350029099999
5948,Cementerio de Los Catutos,-38.83464181299996,-70.18301544199994
5949,Cementerio de Ramón M. Castro,-38.866246021999984,-69.73934167099998
5950,Cementerio Municipal de Zapala,-38.901313769999945,-70.05606506999999
5956,Cementerio de San Ignacio,-39.91833255499995,-70.84071762099995
5957,Cementerio de Buta Ranquil,-37.05360167999993,-69.89485845799999
5958,Cementerio de Plottier,-38.93620102799997,-68.23930466899998
5959,Jardín del Recuerdo,-38.93397767899995,-68.18578762499993
5960,Cementerio Parque El Progreso,-38.936893966999946,-68.09049382899997
5961,Cementerio Central,-38.94829672499998,-68.05352804599994
5962,Cementerio de Centenario,-38.84041215299993,-68.12301306599994
5979,Cementerio de Lonco Vaca,-36.39933709999997,-70.21372877499994
5980,Cementerio de General Roca,-39.01603201599994,-67.56397488099998
5989,Cementerio  Municipal Contralmirante Cordero,-38.75311055499998,-68.08781119399998
5990,,-40.41711131499994,-69.61630272699995
5991,,-41.08062826599996,-71.56185661199999
